Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Central Queensland,2012/02/01,25-34 years,Females,5.4
Central Queensland,2012/02/01,35-44 years,Males,3.7
Central Queensland,2012/02/01,35-44 years,Females,5.7
Central Queensland,2012/02/01,45-54 years,Males,2.9
Central Queensland,2012/02/01,45-54 years,Females,3.1
Central Queensland,2012/02/01,55-64 years,Males,4.1
Central Queensland,2012/02/01,55-64 years,Females,3.2
Central Queensland,2012/02/01,65 years and over,Males,1.3
Central Queensland,2012/02/01,65 years and over,Females,0.7
Central Queensland,2012/01/01,15-24 years,Males,9.9
Central Queensland,2012/01/01,15-24 years,Females,10.9
Central Queensland,2012/01/01,25-34 years,Males,5.1
Central Queensland,2012/01/01,25-34 years,Females,5.1
Central Queensland,2012/01/01,35-44 years,Males,3.7
Central Queensland,2012/01/01,35-44 years,Females,5.6
Central Queensland,2012/01/01,45-54 years,Males,3
Central Queensland,2012/01/01,45-54 years,Females,3.1
Central Queensland,2012/01/01,55-64 years,Males,4
Central Queensland,2012/01/01,55-64 years,Females,3.1
Central Queensland,2012/01/01,65 years and over,Males,1.3
Central Queensland,2012/01/01,65 years and over,Females,0.7
Gold Coast,2025/08/01,15-24 years,Males,9
Gold Coast,2025/08/01,15-24 years,Females,6.5
Gold Coast,2025/08/01,25-34 years,Males,3.4
Gold Coast,2025/08/01,25-34 years,Females,2.1
Gold Coast,2025/08/01,35-44 years,Males,1.8
Gold Coast,2025/08/01,35-44 years,Females,2
Gold Coast,2025/08/01,45-54 years,Males,1.9
Gold Coast,2025/08/01,45-54 years,Females,2.4
Gold Coast,2025/08/01,55-64 years,Males,3.2
Gold Coast,2025/08/01,55-64 years,Females,3.2
Gold Coast,2025/08/01,65 years and over,Males,1.4
Gold Coast,2025/08/01,65 years and over,Females,3.2
Gold Coast,2025/07/01,15-24 years,Males,9.4
Gold Coast,2025/07/01,15-24 years,Females,6.8
Gold Coast,2025/07/01,25-34 years,Males,3.6
Gold Coast,2025/07/01,25-34 years,Females,2.1
Gold Coast,2025/07/01,35-44 years,Males,2
Gold Coast,2025/07/01,35-44 years,Females,2.1
Gold Coast,2025/07/01,45-54 years,Males,2
Gold Coast,2025/07/01,45-54 years,Females,2.4
Gold Coast,2025/07/01,55-64 years,Males,3.4
Gold Coast,2025/07/01,55-64 years,Females,3.6
Gold Coast,2025/07/01,65 years and over,Males,1.4
Gold Coast,2025/07/01,65 years and over,Females,3.5
Gold Coast,2025/06/01,15-24 years,Males,7.8
Gold Coast,2025/06/01,15-24 years,Females,6
Gold Coast,2025/06/01,25-34 years,Males,3.1
Gold Coast,2025/06/01,25-34 years,Females,1.8
Gold Coast,2025/06/01,35-44 years,Males,1.7
Gold Coast,2025/06/01,35-44 years,Females,1.8
Gold Coast,2025/06/01,45-54 years,Males,1.6
Gold Coast,2025/06/01,45-54 years,Females,2
Gold Coast,2025/06/01,55-64 years,Males,2.9
Gold Coast,2025/06/01,55-64 years,Females,3.1
Gold Coast,2025/06/01,65 years and over,Males,1.2
Gold Coast,2025/06/01,65 years and over,Females,3
Gold Coast,2025/05/01,15-24 years,Males,6.5
Gold Coast,2025/05/01,15-24 years,Females,5.1
Gold Coast,2025/05/01,25-34 years,Males,2.6
Gold Coast,2025/05/01,25-34 years,Females,1.7
Gold Coast,2025/05/01,35-44 years,Males,1.5
Gold Coast,2025/05/01,35-44 years,Females,1.6
Gold Coast,2025/05/01,45-54 years,Males,1.4
Gold Coast,2025/05/01,45-54 years,Females,1.7
Gold Coast,2025/05/01,55-64 years,Males,2.4
Gold Coast,2025/05/01,55-64 years,Females,2.6
Gold Coast,2025/05/01,65 years and over,Males,1
Gold Coast,2025/05/01,65 years and over,Females,2.7
Gold Coast,2025/04/01,15-24 years,Males,8.1
Gold Coast,2025/04/01,15-24 years,Females,6.1
Gold Coast,2025/04/01,25-34 years,Males,3.1
Gold Coast,2025/04/01,25-34 years,Females,2.4
Gold Coast,2025/04/01,35-44 years,Males,1.9
Gold Coast,2025/04/01,35-44 years,Females,2.2
Gold Coast,2025/04/01,45-54 years,Males,1.6
Gold Coast,2025/04/01,45-54 years,Females,2.2
Gold Coast,2025/04/01,55-64 years,Males,3
Gold Coast,2025/04/01,55-64 years,Females,3.2
Gold Coast,2025/04/01,65 years and over,Males,1.4
Gold Coast,2025/04/01,65 years and over,Females,3.5
Gold Coast,2025/03/01,15-24 years,Males,8.5
Gold Coast,2025/03/01,15-24 years,Females,6.2
Gold Coast,2025/03/01,25-34 years,Males,3.1
Gold Coast,2025/03/01,25-34 years,Females,2.8
Gold Coast,2025/03/01,35-44 years,Males,2
Gold Coast,2025/03/01,35-44 years,Females,2.4
Gold Coast,2025/03/01,45-54 years,Males,1.7
Gold Coast,2025/03/01,45-54 years,Females,2.5
Gold Coast,2025/03/01,55-64 years,Males,3.2
Gold Coast,2025/03/01,55-64 years,Females,3.3
Gold Coast,2025/03/01,65 years and over,Males,1.5
Gold Coast,2025/03/01,65 years and over,Females,3.7
Gold Coast,2025/02/01,15-24 years,Males,7.7
Gold Coast,2025/02/01,15-24 years,Females,5.9
Gold Coast,2025/02/01,25-34 years,Males,2.8
Gold Coast,2025/02/01,25-34 years,Females,2.9
Gold Coast,2025/02/01,35-44 years,Males,1.9
Gold Coast,2025/02/01,35-44 years,Females,2.1
Gold Coast,2025/02/01,45-54 years,Males,1.6
Gold Coast,2025/02/01,45-54 years,Females,2.4
Gold Coast,2025/02/01,55-64 years,Males,3
Gold Coast,2025/02/01,55-64 years,Females,3.1
Gold Coast,2025/02/01,65 years and over,Males,1.5
Gold Coast,2025/02/01,65 years and over,Females,3.3
Gold Coast,2025/01/01,15-24 years,Males,7.3
Gold Coast,2025/01/01,15-24 years,Females,5.6
Gold Coast,2025/01/01,25-34 years,Males,2.6
Gold Coast,2025/01/01,25-34 years,Females,3.1
Gold Coast,2025/01/01,35-44 years,Males,1.8
Gold Coast,2025/01/01,35-44 years,Females,1.9
Gold Coast,2025/01/01,45-54 years,Males,1.6
Gold Coast,2025/01/01,45-54 years,Females,2.3
Gold Coast,2025/01/01,55-64 years,Males,3
Gold Coast,2025/01/01,55-64 years,Females,2.9
Gold Coast,2025/01/01,65 years and over,Males,1.6
Gold Coast,2025/01/01,65 years and over,Females,3.1
Gold Coast,2024/12/01,15-24 years,Males,6.7
Gold Coast,2024/12/01,15-24 years,Females,4.8
Gold Coast,2024/12/01,25-34 years,Males,2.3
Gold Coast,2024/12/01,25-34 years,Females,2.9
Gold Coast,2024/12/01,35-44 years,Males,1.6
Gold Coast,2024/12/01,35-44 years,Females,1.6
Gold Coast,2024/12/01,45-54 years,Males,1.5
Gold Coast,2024/12/01,45-54 years,Females,2.1
Gold Coast,2024/12/01,55-64 years,Males,2.6
Gold Coast,2024/12/01,55-64 years,Females,2.7
Gold Coast,2024/12/01,65 years and over,Males,1.6
Gold Coast,2024/12/01,65 years and over,Females,2.8
Gold Coast,2024/11/01,15-24 years,Males,7
Gold Coast,2024/11/01,15-24 years,Females,5
Gold Coast,2024/11/01,25-34 years,Males,2.4
Gold Coast,2024/11/01,25-34 years,Females,3.3
Gold Coast,2024/11/01,35-44 years,Males,1.6
Gold Coast,2024/11/01,35-44 years,Females,1.7
Gold Coast,2024/11/01,45-54 years,Males,1.7
Gold Coast,2024/11/01,45-54 years,Females,2.3
Gold Coast,2024/11/01,55-64 years,Males,2.6
Gold Coast,2024/11/01,55-64 years,Females,2.8
Gold Coast,2024/11/01,65 years and over,Males,1.9
Gold Coast,2024/11/01,65 years and over,Females,3
Gold Coast,2024/10/01,15-24 years,Males,6.8
Gold Coast,2024/10/01,15-24 years,Females,4.8
Gold Coast,2024/10/01,25-34 years,Males,2.2
Gold Coast,2024/10/01,25-34 years,Females,3.1
Gold Coast,2024/10/01,35-44 years,Males,1.4
Gold Coast,2024/10/01,35-44 years,Females,1.6
Gold Coast,2024/10/01,45-54 years,Males,1.6
Gold Coast,2024/10/01,45-54 years,Females,2.1
Gold Coast,2024/10/01,55-64 years,Males,2.3
Gold Coast,2024/10/01,55-64 years,Females,2.7
Gold Coast,2024/10/01,65 years and over,Males,1.9
Gold Coast,2024/10/01,65 years and over,Females,2.7
Gold Coast,2024/09/01,15-24 years,Males,6.9
Gold Coast,2024/09/01,15-24 years,Females,4.9
Gold Coast,2024/09/01,25-34 years,Males,2.1
Gold Coast,2024/09/01,25-34 years,Females,3.1
Gold Coast,2024/09/01,35-44 years,Males,1.4
Gold Coast,2024/09/01,35-44 years,Females,1.6
Gold Coast,2024/09/01,45-54 years,Males,1.6
Gold Coast,2024/09/01,45-54 years,Females,2.1
Gold Coast,2024/09/01,55-64 years,Males,2.1
Gold Coast,2024/09/01,55-64 years,Females,2.6
Gold Coast,2024/09/01,65 years and over,Males,2.2
Gold Coast,2024/09/01,65 years and over,Females,2.7
Gold Coast,2024/08/01,15-24 years,Males,8.9
Gold Coast,2024/08/01,15-24 years,Females,6.2
Gold Coast,2024/08/01,25-34 years,Males,2.6
Gold Coast,2024/08/01,25-34 years,Females,3.8
Gold Coast,2024/08/01,35-44 years,Males,1.7
Gold Coast,2024/08/01,35-44 years,Females,2.1
Gold Coast,2024/08/01,45-54 years,Males,2.1
Gold Coast,2024/08/01,45-54 years,Females,2.6
Gold Coast,2024/08/01,55-64 years,Males,2.5
Gold Coast,2024/08/01,55-64 years,Females,3.2
Gold Coast,2024/08/01,65 years and over,Males,3.2
Gold Coast,2024/08/01,65 years and over,Females,3.4
Gold Coast,2024/07/01,15-24 years,Males,7.8
Gold Coast,2024/07/01,15-24 years,Females,5.4
Gold Coast,2024/07/01,25-34 years,Males,2.3
Gold Coast,2024/07/01,25-34 years,Females,3.3
Gold Coast,2024/07/01,35-44 years,Males,1.4
Gold Coast,2024/07/01,35-44 years,Females,1.9
Gold Coast,2024/07/01,45-54 years,Males,1.8
Gold Coast,2024/07/01,45-54 years,Females,2.2
Gold Coast,2024/07/01,55-64 years,Males,1.9
Gold Coast,2024/07/01,55-64 years,Females,2.7
Gold Coast,2024/07/01,65 years and over,Males,3
Gold Coast,2024/07/01,65 years and over,Females,2.8
Gold Coast,2024/06/01,15-24 years,Males,7.3
Gold Coast,2024/06/01,15-24 years,Females,5.5
Gold Coast,2024/06/01,25-34 years,Males,2.3
Gold Coast,2024/06/01,25-34 years,Females,3.2
Gold Coast,2024/06/01,35-44 years,Males,1.3
Gold Coast,2024/06/01,35-44 years,Females,2
Gold Coast,2024/06/01,45-54 years,Males,1.7
Gold Coast,2024/06/01,45-54 years,Females,2.1
Gold Coast,2024/06/01,55-64 years,Males,1.8
Gold Coast,2024/06/01,55-64 years,Females,2.5
Gold Coast,2024/06/01,65 years and over,Males,2.9
Gold Coast,2024/06/01,65 years and over,Females,2.6
Gold Coast,2024/05/01,15-24 years,Males,7.5
Gold Coast,2024/05/01,15-24 years,Females,5.9
Gold Coast,2024/05/01,25-34 years,Males,2.3
Gold Coast,2024/05/01,25-34 years,Females,3.2
Gold Coast,2024/05/01,35-44 years,Males,1.2
Gold Coast,2024/05/01,35-44 years,Females,2.1
Gold Coast,2024/05/01,45-54 years,Males,1.7
Gold Coast,2024/05/01,45-54 years,Females,2.1
Gold Coast,2024/05/01,55-64 years,Males,1.8
Gold Coast,2024/05/01,55-64 years,Females,2.6
Gold Coast,2024/05/01,65 years and over,Males,2.9
Gold Coast,2024/05/01,65 years and over,Females,2.4
Gold Coast,2024/04/01,15-24 years,Males,7.8
Gold Coast,2024/04/01,15-24 years,Females,6.3
Gold Coast,2024/04/01,25-34 years,Males,2.5
Gold Coast,2024/04/01,25-34 years,Females,3.1
Gold Coast,2024/04/01,35-44 years,Males,1.3
Gold Coast,2024/04/01,35-44 years,Females,2.3
Gold Coast,2024/04/01,45-54 years,Males,1.8
Gold Coast,2024/04/01,45-54 years,Females,2.2
Gold Coast,2024/04/01,55-64 years,Males,1.9
Gold Coast,2024/04/01,55-64 years,Females,2.9
Gold Coast,2024/04/01,65 years and over,Males,3
Gold Coast,2024/04/01,65 years and over,Females,2.3
Gold Coast,2024/03/01,15-24 years,Males,9.6
Gold Coast,2024/03/01,15-24 years,Females,8
Gold Coast,2024/03/01,25-34 years,Males,3
Gold Coast,2024/03/01,25-34 years,Females,3.5
Gold Coast,2024/03/01,35-44 years,Males,1.5
Gold Coast,2024/03/01,35-44 years,Females,2.9
Gold Coast,2024/03/01,45-54 years,Males,2.2
Gold Coast,2024/03/01,45-54 years,Females,2.8
Gold Coast,2024/03/01,55-64 years,Males,2.3
Gold Coast,2024/03/01,55-64 years,Females,3.8
Gold Coast,2024/03/01,65 years and over,Males,3.8
Gold Coast,2024/03/01,65 years and over,Females,2.7
Gold Coast,2024/02/01,15-24 years,Males,7.6
Gold Coast,2024/02/01,15-24 years,Females,6.5
Gold Coast,2024/02/01,25-34 years,Males,2.4
Gold Coast,2024/02/01,25-34 years,Females,2.6
Gold Coast,2024/02/01,35-44 years,Males,1.2
Gold Coast,2024/02/01,35-44 years,Females,2.1
Gold Coast,2024/02/01,45-54 years,Males,1.7
Gold Coast,2024/02/01,45-54 years,Females,2.2
Gold Coast,2024/02/01,55-64 years,Males,1.7
Gold Coast,2024/02/01,55-64 years,Females,3.2
Gold Coast,2024/02/01,65 years and over,Males,3
Gold Coast,2024/02/01,65 years and over,Females,2
Gold Coast,2024/01/01,15-24 years,Males,9.4
Gold Coast,2024/01/01,15-24 years,Females,8
Gold Coast,2024/01/01,25-34 years,Males,3.1
Gold Coast,2024/01/01,25-34 years,Females,3.2
Gold Coast,2024/01/01,35-44 years,Males,1.6
Gold Coast,2024/01/01,35-44 years,Females,2.5
Gold Coast,2024/01/01,45-54 years,Males,2.1
Gold Coast,2024/01/01,45-54 years,Females,2.8
Gold Coast,2024/01/01,55-64 years,Males,2.1
Gold Coast,2024/01/01,55-64 years,Females,4.2
Gold Coast,2024/01/01,65 years and over,Males,3.6
Gold Coast,2024/01/01,65 years and over,Females,2.6
Gold Coast,2023/12/01,15-24 years,Males,7.7
Gold Coast,2023/12/01,15-24 years,Females,6.6
Gold Coast,2023/12/01,25-34 years,Males,2.5
Gold Coast,2023/12/01,25-34 years,Females,2.5
Gold Coast,2023/12/01,35-44 years,Males,1.3
Gold Coast,2023/12/01,35-44 years,Females,1.9
Gold Coast,2023/12/01,45-54 years,Males,1.7
Gold Coast,2023/12/01,45-54 years,Females,2.3
Gold Coast,2023/12/01,55-64 years,Males,1.8
Gold Coast,2023/12/01,55-64 years,Females,3.5
Gold Coast,2023/12/01,65 years and over,Males,2.9
Gold Coast,2023/12/01,65 years and over,Females,2.2
Gold Coast,2023/11/01,15-24 years,Males,7.3
Gold Coast,2023/11/01,15-24 years,Females,6.3
Gold Coast,2023/11/01,25-34 years,Males,2.5
Gold Coast,2023/11/01,25-34 years,Females,2.6
Gold Coast,2023/11/01,35-44 years,Males,1.3
Gold Coast,2023/11/01,35-44 years,Females,1.9
Gold Coast,2023/11/01,45-54 years,Males,1.6
Gold Coast,2023/11/01,45-54 years,Females,2.4
Gold Coast,2023/11/01,55-64 years,Males,1.9
Gold Coast,2023/11/01,55-64 years,Females,3.6
Gold Coast,2023/11/01,65 years and over,Males,2.8
Gold Coast,2023/11/01,65 years and over,Females,2.2
Gold Coast,2023/10/01,15-24 years,Males,7.3
Gold Coast,2023/10/01,15-24 years,Females,6.5
Gold Coast,2023/10/01,25-34 years,Males,2.7
Gold Coast,2023/10/01,25-34 years,Females,3
Gold Coast,2023/10/01,35-44 years,Males,1.4
Gold Coast,2023/10/01,35-44 years,Females,2
Gold Coast,2023/10/01,45-54 years,Males,1.6
Gold Coast,2023/10/01,45-54 years,Females,2.6
Gold Coast,2023/10/01,55-64 years,Males,2.1
Gold Coast,2023/10/01,55-64 years,Females,3.9
Gold Coast,2023/10/01,65 years and over,Males,3
Gold Coast,2023/10/01,65 years and over,Females,2.4
Gold Coast,2023/09/01,15-24 years,Males,5.9
Gold Coast,2023/09/01,15-24 years,Females,5.4
Gold Coast,2023/09/01,25-34 years,Males,2.3
Gold Coast,2023/09/01,25-34 years,Females,2.6
Gold Coast,2023/09/01,35-44 years,Males,1.2
Gold Coast,2023/09/01,35-44 years,Females,1.7
Gold Coast,2023/09/01,45-54 years,Males,1.3
Gold Coast,2023/09/01,45-54 years,Females,2.3
Gold Coast,2023/09/01,55-64 years,Males,1.8
Gold Coast,2023/09/01,55-64 years,Females,3.4
Gold Coast,2023/09/01,65 years and over,Males,2.6
Gold Coast,2023/09/01,65 years and over,Females,2.1
Gold Coast,2023/08/01,15-24 years,Males,6.8
Gold Coast,2023/08/01,15-24 years,Females,6.2
Gold Coast,2023/08/01,25-34 years,Males,2.6
Gold Coast,2023/08/01,25-34 years,Females,2.9
Gold Coast,2023/08/01,35-44 years,Males,1.4
Gold Coast,2023/08/01,35-44 years,Females,2
Gold Coast,2023/08/01,45-54 years,Males,1.4
Gold Coast,2023/08/01,45-54 years,Females,2.5
Gold Coast,2023/08/01,55-64 years,Males,2.2
Gold Coast,2023/08/01,55-64 years,Females,3.8
Gold Coast,2023/08/01,65 years and over,Males,3.1
Gold Coast,2023/08/01,65 years and over,Females,2.5
Gold Coast,2023/07/01,15-24 years,Males,7.1
Gold Coast,2023/07/01,15-24 years,Females,6.1
Gold Coast,2023/07/01,25-34 years,Males,2.5
Gold Coast,2023/07/01,25-34 years,Females,2.9
Gold Coast,2023/07/01,35-44 years,Males,1.4
Gold Coast,2023/07/01,35-44 years,Females,2.1
Gold Coast,2023/07/01,45-54 years,Males,1.4
Gold Coast,2023/07/01,45-54 years,Females,2.5
Gold Coast,2023/07/01,55-64 years,Males,2.2
Gold Coast,2023/07/01,55-64 years,Females,3.6
Gold Coast,2023/07/01,65 years and over,Males,3.2
Gold Coast,2023/07/01,65 years and over,Females,2.7
Gold Coast,2023/06/01,15-24 years,Males,6.6
Gold Coast,2023/06/01,15-24 years,Females,5.3
Gold Coast,2023/06/01,25-34 years,Males,2.1
Gold Coast,2023/06/01,25-34 years,Females,2.5
Gold Coast,2023/06/01,35-44 years,Males,1.2
Gold Coast,2023/06/01,35-44 years,Females,1.9
Gold Coast,2023/06/01,45-54 years,Males,1.3
Gold Coast,2023/06/01,45-54 years,Females,2.2
Gold Coast,2023/06/01,55-64 years,Males,2.1
Gold Coast,2023/06/01,55-64 years,Females,3.1
Gold Coast,2023/06/01,65 years and over,Males,3
Gold Coast,2023/06/01,65 years and over,Females,2.4
Gold Coast,2023/05/01,15-24 years,Males,7.8
Gold Coast,2023/05/01,15-24 years,Females,6
Gold Coast,2023/05/01,25-34 years,Males,2.4
Gold Coast,2023/05/01,25-34 years,Females,2.4
Gold Coast,2023/05/01,35-44 years,Males,1.5
Gold Coast,2023/05/01,35-44 years,Females,2.3
Gold Coast,2023/05/01,45-54 years,Males,1.5
Gold Coast,2023/05/01,45-54 years,Females,2.4
Gold Coast,2023/05/01,55-64 years,Males,2.5
Gold Coast,2023/05/01,55-64 years,Females,3.3
Gold Coast,2023/05/01,65 years and over,Males,3.7
Gold Coast,2023/05/01,65 years and over,Females,2.8
Gold Coast,2023/04/01,15-24 years,Males,8.6
Gold Coast,2023/04/01,15-24 years,Females,6.5
Gold Coast,2023/04/01,25-34 years,Males,2.5
Gold Coast,2023/04/01,25-34 years,Females,2.2
Gold Coast,2023/04/01,35-44 years,Males,1.6
Gold Coast,2023/04/01,35-44 years,Females,2.5
Gold Coast,2023/04/01,45-54 years,Males,1.6
Gold Coast,2023/04/01,45-54 years,Females,2.5
Gold Coast,2023/04/01,55-64 years,Males,2.7
