Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Central Queensland,2015/10/01,65 years and over,Males,2.3
Central Queensland,2015/10/01,65 years and over,Females,1.4
Central Queensland,2015/09/01,15-24 years,Males,11.5
Central Queensland,2015/09/01,15-24 years,Females,12.5
Central Queensland,2015/09/01,25-34 years,Males,6.9
Central Queensland,2015/09/01,25-34 years,Females,6.1
Central Queensland,2015/09/01,35-44 years,Males,4.8
Central Queensland,2015/09/01,35-44 years,Females,7
Central Queensland,2015/09/01,45-54 years,Males,5
Central Queensland,2015/09/01,45-54 years,Females,3.8
Central Queensland,2015/09/01,55-64 years,Males,5.9
Central Queensland,2015/09/01,55-64 years,Females,3.7
Central Queensland,2015/09/01,65 years and over,Males,2.6
Central Queensland,2015/09/01,65 years and over,Females,1.3
Central Queensland,2015/08/01,15-24 years,Males,12.5
Central Queensland,2015/08/01,15-24 years,Females,13.2
Central Queensland,2015/08/01,25-34 years,Males,6.9
Central Queensland,2015/08/01,25-34 years,Females,6.4
Central Queensland,2015/08/01,35-44 years,Males,4.7
Central Queensland,2015/08/01,35-44 years,Females,6.6
Central Queensland,2015/08/01,45-54 years,Males,5.3
Central Queensland,2015/08/01,45-54 years,Females,3.8
Central Queensland,2015/08/01,55-64 years,Males,6.5
Central Queensland,2015/08/01,55-64 years,Females,3.6
Central Queensland,2015/08/01,65 years and over,Males,2.6
Central Queensland,2015/08/01,65 years and over,Females,1.3
Central Queensland,2015/07/01,15-24 years,Males,13.3
Central Queensland,2015/07/01,15-24 years,Females,13.2
Central Queensland,2015/07/01,25-34 years,Males,6.7
Central Queensland,2015/07/01,25-34 years,Females,7
Central Queensland,2015/07/01,35-44 years,Males,4.5
Central Queensland,2015/07/01,35-44 years,Females,6.1
Central Queensland,2015/07/01,45-54 years,Males,5.2
Central Queensland,2015/07/01,45-54 years,Females,3.9
Central Queensland,2015/07/01,55-64 years,Males,6.6
Central Queensland,2015/07/01,55-64 years,Females,3.4
Central Queensland,2015/07/01,65 years and over,Males,2.5
Central Queensland,2015/07/01,65 years and over,Females,1.3
Central Queensland,2015/06/01,15-24 years,Males,12.5
Central Queensland,2015/06/01,15-24 years,Females,11.7
Central Queensland,2015/06/01,25-34 years,Males,5.8
Central Queensland,2015/06/01,25-34 years,Females,6.3
Central Queensland,2015/06/01,35-44 years,Males,4
Central Queensland,2015/06/01,35-44 years,Females,5.3
Central Queensland,2015/06/01,45-54 years,Males,4.6
Central Queensland,2015/06/01,45-54 years,Females,3.4
Central Queensland,2015/06/01,55-64 years,Males,5.9
Central Queensland,2015/06/01,55-64 years,Females,3
Central Queensland,2015/06/01,65 years and over,Males,2.3
Central Queensland,2015/06/01,65 years and over,Females,1.1
Central Queensland,2015/05/01,15-24 years,Males,12.9
Central Queensland,2015/05/01,15-24 years,Females,12.3
Central Queensland,2015/05/01,25-34 years,Males,5.7
Central Queensland,2015/05/01,25-34 years,Females,6.5
Central Queensland,2015/05/01,35-44 years,Males,3.9
Central Queensland,2015/05/01,35-44 years,Females,5.3
Central Queensland,2015/05/01,45-54 years,Males,4.7
Central Queensland,2015/05/01,45-54 years,Females,3.6
Central Queensland,2015/05/01,55-64 years,Males,6.1
Central Queensland,2015/05/01,55-64 years,Females,3
Central Queensland,2015/05/01,65 years and over,Males,2.5
Central Queensland,2015/05/01,65 years and over,Females,1.1
Central Queensland,2015/04/01,15-24 years,Males,14.4
Central Queensland,2015/04/01,15-24 years,Females,13.7
Central Queensland,2015/04/01,25-34 years,Males,6.5
Central Queensland,2015/04/01,25-34 years,Females,7.4
Central Queensland,2015/04/01,35-44 years,Males,4.1
Central Queensland,2015/04/01,35-44 years,Females,6.1
Central Queensland,2015/04/01,45-54 years,Males,5
Central Queensland,2015/04/01,45-54 years,Females,4.1
Central Queensland,2015/04/01,55-64 years,Males,6.6
Central Queensland,2015/04/01,55-64 years,Females,3.4
Central Queensland,2015/04/01,65 years and over,Males,3
Central Queensland,2015/04/01,65 years and over,Females,1.2
Central Queensland,2015/03/01,15-24 years,Males,14.9
Central Queensland,2015/03/01,15-24 years,Females,14.7
Central Queensland,2015/03/01,25-34 years,Males,6.8
Central Queensland,2015/03/01,25-34 years,Females,8.3
Central Queensland,2015/03/01,35-44 years,Males,4.2
Central Queensland,2015/03/01,35-44 years,Females,6.2
Central Queensland,2015/03/01,45-54 years,Males,5
Central Queensland,2015/03/01,45-54 years,Females,4.2
Central Queensland,2015/03/01,55-64 years,Males,6.5
Central Queensland,2015/03/01,55-64 years,Females,3.5
Central Queensland,2015/03/01,65 years and over,Males,3.1
Central Queensland,2015/03/01,65 years and over,Females,1.2
Central Queensland,2015/02/01,15-24 years,Males,15.3
Central Queensland,2015/02/01,15-24 years,Females,15.4
Central Queensland,2015/02/01,25-34 years,Males,7.4
Central Queensland,2015/02/01,25-34 years,Females,8.7
Central Queensland,2015/02/01,35-44 years,Males,4.3
Central Queensland,2015/02/01,35-44 years,Females,6.5
Central Queensland,2015/02/01,45-54 years,Males,5.2
Central Queensland,2015/02/01,45-54 years,Females,4.3
Central Queensland,2015/02/01,55-64 years,Males,6.5
Central Queensland,2015/02/01,55-64 years,Females,3.7
Central Queensland,2015/02/01,65 years and over,Males,3.4
Central Queensland,2015/02/01,65 years and over,Females,1.2
Central Queensland,2015/01/01,15-24 years,Males,14.2
Central Queensland,2015/01/01,15-24 years,Females,14.1
Central Queensland,2015/01/01,25-34 years,Males,7
Central Queensland,2015/01/01,25-34 years,Females,8.2
Central Queensland,2015/01/01,35-44 years,Males,3.7
Central Queensland,2015/01/01,35-44 years,Females,5.7
Central Queensland,2015/01/01,45-54 years,Males,5
Central Queensland,2015/01/01,45-54 years,Females,4.1
Central Queensland,2015/01/01,55-64 years,Males,5.9
Central Queensland,2015/01/01,55-64 years,Females,3.2
Central Queensland,2015/01/01,65 years and over,Males,3
Central Queensland,2015/01/01,65 years and over,Females,1.1
Central Queensland,2014/12/01,15-24 years,Males,12.6
Central Queensland,2014/12/01,15-24 years,Females,12.3
Central Queensland,2014/12/01,25-34 years,Males,6.2
Central Queensland,2014/12/01,25-34 years,Females,6.6
Central Queensland,2014/12/01,35-44 years,Males,3.4
Central Queensland,2014/12/01,35-44 years,Females,4.7
Central Queensland,2014/12/01,45-54 years,Males,4.3
Central Queensland,2014/12/01,45-54 years,Females,3.7
Central Queensland,2014/12/01,55-64 years,Males,5.1
Central Queensland,2014/12/01,55-64 years,Females,2.9
Central Queensland,2014/12/01,65 years and over,Males,2.6
Central Queensland,2014/12/01,65 years and over,Females,1
Central Queensland,2014/11/01,15-24 years,Males,13.2
Central Queensland,2014/11/01,15-24 years,Females,12.5
Central Queensland,2014/11/01,25-34 years,Males,6.5
Central Queensland,2014/11/01,25-34 years,Females,6.9
Central Queensland,2014/11/01,35-44 years,Males,3.6
Central Queensland,2014/11/01,35-44 years,Females,4.8
Central Queensland,2014/11/01,45-54 years,Males,4.3
Central Queensland,2014/11/01,45-54 years,Females,3.9
Central Queensland,2014/11/01,55-64 years,Males,4.9
Central Queensland,2014/11/01,55-64 years,Females,2.9
Central Queensland,2014/11/01,65 years and over,Males,2.8
Central Queensland,2014/11/01,65 years and over,Females,1
Central Queensland,2014/10/01,15-24 years,Males,13.5
Central Queensland,2014/10/01,15-24 years,Females,12.6
Central Queensland,2014/10/01,25-34 years,Males,6.6
Central Queensland,2014/10/01,25-34 years,Females,6.2
Central Queensland,2014/10/01,35-44 years,Males,3.8
Central Queensland,2014/10/01,35-44 years,Females,4.9
Central Queensland,2014/10/01,45-54 years,Males,4.3
Central Queensland,2014/10/01,45-54 years,Females,4
Central Queensland,2014/10/01,55-64 years,Males,4.6
Central Queensland,2014/10/01,55-64 years,Females,3
Central Queensland,2014/10/01,65 years and over,Males,2.9
Central Queensland,2014/10/01,65 years and over,Females,1
Central Queensland,2014/09/01,15-24 years,Males,12.3
Central Queensland,2014/09/01,15-24 years,Females,11.6
Central Queensland,2014/09/01,25-34 years,Males,6.3
Central Queensland,2014/09/01,25-34 years,Females,5.3
Central Queensland,2014/09/01,35-44 years,Males,3.7
Central Queensland,2014/09/01,35-44 years,Females,4.6
Central Queensland,2014/09/01,45-54 years,Males,3.8
Central Queensland,2014/09/01,45-54 years,Females,3.7
Central Queensland,2014/09/01,55-64 years,Males,4.1
Central Queensland,2014/09/01,55-64 years,Females,2.7
Central Queensland,2014/09/01,65 years and over,Males,2.8
Central Queensland,2014/09/01,65 years and over,Females,0.9
Central Queensland,2014/08/01,15-24 years,Males,12.3
Central Queensland,2014/08/01,15-24 years,Females,11.3
Central Queensland,2014/08/01,25-34 years,Males,6.3
Central Queensland,2014/08/01,25-34 years,Females,4.9
Central Queensland,2014/08/01,35-44 years,Males,3.5
Central Queensland,2014/08/01,35-44 years,Females,4.8
Central Queensland,2014/08/01,45-54 years,Males,3.9
Central Queensland,2014/08/01,45-54 years,Females,3.7
Central Queensland,2014/08/01,55-64 years,Males,4
Central Queensland,2014/08/01,55-64 years,Females,2.7
Central Queensland,2014/08/01,65 years and over,Males,3.2
Central Queensland,2014/08/01,65 years and over,Females,0.9
Central Queensland,2014/07/01,15-24 years,Males,12.2
Central Queensland,2014/07/01,15-24 years,Females,11
Central Queensland,2014/07/01,25-34 years,Males,6.3
Central Queensland,2014/07/01,25-34 years,Females,4.1
Central Queensland,2014/07/01,35-44 years,Males,3.4
Central Queensland,2014/07/01,35-44 years,Females,4.9
Central Queensland,2014/07/01,45-54 years,Males,3.9
Central Queensland,2014/07/01,45-54 years,Females,3.6
Central Queensland,2014/07/01,55-64 years,Males,3.8
Central Queensland,2014/07/01,55-64 years,Females,3
Central Queensland,2014/07/01,65 years and over,Males,3.2
Central Queensland,2014/07/01,65 years and over,Females,0.9
Central Queensland,2014/06/01,15-24 years,Males,11.5
Central Queensland,2014/06/01,15-24 years,Females,10.6
Central Queensland,2014/06/01,25-34 years,Males,6.1
Central Queensland,2014/06/01,25-34 years,Females,3.7
Central Queensland,2014/06/01,35-44 years,Males,3.2
Central Queensland,2014/06/01,35-44 years,Females,4.9
Central Queensland,2014/06/01,45-54 years,Males,3.8
Central Queensland,2014/06/01,45-54 years,Females,3.5
Central Queensland,2014/06/01,55-64 years,Males,3.9
Central Queensland,2014/06/01,55-64 years,Females,3.1
Central Queensland,2014/06/01,65 years and over,Males,3
Central Queensland,2014/06/01,65 years and over,Females,0.9
Central Queensland,2014/05/01,15-24 years,Males,10.2
Central Queensland,2014/05/01,15-24 years,Females,10
Central Queensland,2014/05/01,25-34 years,Males,5.6
Central Queensland,2014/05/01,25-34 years,Females,3.3
Central Queensland,2014/05/01,35-44 years,Males,2.9
Central Queensland,2014/05/01,35-44 years,Females,4.4
Central Queensland,2014/05/01,45-54 years,Males,3.3
Central Queensland,2014/05/01,45-54 years,Females,3.1
Central Queensland,2014/05/01,55-64 years,Males,3.6
Central Queensland,2014/05/01,55-64 years,Females,2.9
Central Queensland,2014/05/01,65 years and over,Males,2.7
Central Queensland,2014/05/01,65 years and over,Females,0.8
Central Queensland,2014/04/01,15-24 years,Males,11.3
Central Queensland,2014/04/01,15-24 years,Females,11.4
Central Queensland,2014/04/01,25-34 years,Males,6
Central Queensland,2014/04/01,25-34 years,Females,3.9
Central Queensland,2014/04/01,35-44 years,Males,3.4
Central Queensland,2014/04/01,35-44 years,Females,4.8
Central Queensland,2014/04/01,45-54 years,Males,3.7
Central Queensland,2014/04/01,45-54 years,Females,3.5
Central Queensland,2014/04/01,55-64 years,Males,4.2
Central Queensland,2014/04/01,55-64 years,Females,3.6
Central Queensland,2014/04/01,65 years and over,Males,2.7
Central Queensland,2014/04/01,65 years and over,Females,1
Central Queensland,2014/03/01,15-24 years,Males,11.4
Central Queensland,2014/03/01,15-24 years,Females,11.6
Central Queensland,2014/03/01,25-34 years,Males,5.8
Central Queensland,2014/03/01,25-34 years,Females,4.5
Central Queensland,2014/03/01,35-44 years,Males,3.6
Central Queensland,2014/03/01,35-44 years,Females,4.9
Central Queensland,2014/03/01,45-54 years,Males,3.6
Central Queensland,2014/03/01,45-54 years,Females,3.4
Central Queensland,2014/03/01,55-64 years,Males,4.2
Central Queensland,2014/03/01,55-64 years,Females,3.7
Central Queensland,2014/03/01,65 years and over,Males,2.5
Central Queensland,2014/03/01,65 years and over,Females,1
Central Queensland,2014/02/01,15-24 years,Males,12.5
Central Queensland,2014/02/01,15-24 years,Females,12.4
Central Queensland,2014/02/01,25-34 years,Males,6.1
Central Queensland,2014/02/01,25-34 years,Females,5.6
Central Queensland,2014/02/01,35-44 years,Males,4
Central Queensland,2014/02/01,35-44 years,Females,5.2
Central Queensland,2014/02/01,45-54 years,Males,3.7
Central Queensland,2014/02/01,45-54 years,Females,3.7
Central Queensland,2014/02/01,55-64 years,Males,4.5
Central Queensland,2014/02/01,55-64 years,Females,3.9
Central Queensland,2014/02/01,65 years and over,Males,2.5
Central Queensland,2014/02/01,65 years and over,Females,1
Central Queensland,2014/01/01,15-24 years,Males,11.3
Central Queensland,2014/01/01,15-24 years,Females,11
Central Queensland,2014/01/01,25-34 years,Males,5.4
Central Queensland,2014/01/01,25-34 years,Females,5.4
Central Queensland,2014/01/01,35-44 years,Males,3.8
Central Queensland,2014/01/01,35-44 years,Females,4.4
Central Queensland,2014/01/01,45-54 years,Males,3.3
Central Queensland,2014/01/01,45-54 years,Females,3.3
Central Queensland,2014/01/01,55-64 years,Males,4
Central Queensland,2014/01/01,55-64 years,Females,3.1
Central Queensland,2014/01/01,65 years and over,Males,2.3
Central Queensland,2014/01/01,65 years and over,Females,0.9
Central Queensland,2013/12/01,15-24 years,Males,10.7
Central Queensland,2013/12/01,15-24 years,Females,10.1
Central Queensland,2013/12/01,25-34 years,Males,5.2
Central Queensland,2013/12/01,25-34 years,Females,5
Central Queensland,2013/12/01,35-44 years,Males,3.7
Central Queensland,2013/12/01,35-44 years,Females,3.9
Central Queensland,2013/12/01,45-54 years,Males,3
Central Queensland,2013/12/01,45-54 years,Females,3
Central Queensland,2013/12/01,55-64 years,Males,3.9
Central Queensland,2013/12/01,55-64 years,Females,2.8
Central Queensland,2013/12/01,65 years and over,Males,2.3
Central Queensland,2013/12/01,65 years and over,Females,0.9
Central Queensland,2013/11/01,15-24 years,Males,9
Central Queensland,2013/11/01,15-24 years,Females,8.8
Central Queensland,2013/11/01,25-34 years,Males,4.4
Central Queensland,2013/11/01,25-34 years,Females,4.1
Central Queensland,2013/11/01,35-44 years,Males,3.3
Central Queensland,2013/11/01,35-44 years,Females,3.4
Central Queensland,2013/11/01,45-54 years,Males,2.5
Central Queensland,2013/11/01,45-54 years,Females,2.7
Central Queensland,2013/11/01,55-64 years,Males,3.4
Central Queensland,2013/11/01,55-64 years,Females,2.4
Central Queensland,2013/11/01,65 years and over,Males,2
Central Queensland,2013/11/01,65 years and over,Females,0.8
Central Queensland,2013/10/01,15-24 years,Males,8.9
Central Queensland,2013/10/01,15-24 years,Females,9
Central Queensland,2013/10/01,25-34 years,Males,4.2
Central Queensland,2013/10/01,25-34 years,Females,3.9
Central Queensland,2013/10/01,35-44 years,Males,3.2
Central Queensland,2013/10/01,35-44 years,Females,3.4
Central Queensland,2013/10/01,45-54 years,Males,2.4
Central Queensland,2013/10/01,45-54 years,Females,2.7
Central Queensland,2013/10/01,55-64 years,Males,3.4
Central Queensland,2013/10/01,55-64 years,Females,2.3
Central Queensland,2013/10/01,65 years and over,Males,2
Central Queensland,2013/10/01,65 years and over,Females,0.8
Central Queensland,2013/09/01,15-24 years,Males,10.2
Central Queensland,2013/09/01,15-24 years,Females,10.4
Central Queensland,2013/09/01,25-34 years,Males,4.8
Central Queensland,2013/09/01,25-34 years,Females,4.8
Central Queensland,2013/09/01,35-44 years,Males,3.6
Central Queensland,2013/09/01,35-44 years,Females,4
Central Queensland,2013/09/01,45-54 years,Males,2.7
Central Queensland,2013/09/01,45-54 years,Females,3
Central Queensland,2013/09/01,55-64 years,Males,4
Central Queensland,2013/09/01,55-64 years,Females,2.6
Central Queensland,2013/09/01,65 years and over,Males,2.2
Central Queensland,2013/09/01,65 years and over,Females,0.9
Central Queensland,2013/08/01,15-24 years,Males,8.8
Central Queensland,2013/08/01,15-24 years,Females,8.7
Central Queensland,2013/08/01,25-34 years,Males,4.3
Central Queensland,2013/08/01,25-34 years,Females,4.5
Central Queensland,2013/08/01,35-44 years,Males,3
Central Queensland,2013/08/01,35-44 years,Females,3.3
Central Queensland,2013/08/01,45-54 years,Males,2.2
Central Queensland,2013/08/01,45-54 years,Females,2.6
Central Queensland,2013/08/01,55-64 years,Males,3.4
Central Queensland,2013/08/01,55-64 years,Females,2.2
Central Queensland,2013/08/01,65 years and over,Males,1.9
Central Queensland,2013/08/01,65 years and over,Females,0.7
Central Queensland,2013/07/01,15-24 years,Males,9.8
Central Queensland,2013/07/01,15-24 years,Females,9.1
Central Queensland,2013/07/01,25-34 years,Males,5
Central Queensland,2013/07/01,25-34 years,Females,5.7
Central Queensland,2013/07/01,35-44 years,Males,3.4
Central Queensland,2013/07/01,35-44 years,Females,3.8
Central Queensland,2013/07/01,45-54 years,Males,2.5
Central Queensland,2013/07/01,45-54 years,Females,2.9
Central Queensland,2013/07/01,55-64 years,Males,3.6
Central Queensland,2013/07/01,55-64 years,Females,2.4
Central Queensland,2013/07/01,65 years and over,Males,2.3
Central Queensland,2013/07/01,65 years and over,Females,0.8
Central Queensland,2013/06/01,15-24 years,Males,10.6
Central Queensland,2013/06/01,15-24 years,Females,9.6
Central Queensland,2013/06/01,25-34 years,Males,5.4
Central Queensland,2013/06/01,25-34 years,Females,6.4
Central Queensland,2013/06/01,35-44 years,Males,3.6
Central Queensland,2013/06/01,35-44 years,Females,4.2
Central Queensland,2013/06/01,45-54 years,Males,2.8
Central Queensland,2013/06/01,45-54 years,Females,3.2
Central Queensland,2013/06/01,55-64 years,Males,3.8
Central Queensland,2013/06/01,55-64 years,Females,2.5
Central Queensland,2013/06/01,65 years and over,Males,2.6
Central Queensland,2013/06/01,65 years and over,Females,0.8
Central Queensland,2013/05/01,15-24 years,Males,9.3
Central Queensland,2013/05/01,15-24 years,Females,8.4
Central Queensland,2013/05/01,25-34 years,Males,4.9
Central Queensland,2013/05/01,25-34 years,Females,5.8
Central Queensland,2013/05/01,35-44 years,Males,2.9
Central Queensland,2013/05/01,35-44 years,Females,3.9
Central Queensland,2013/05/01,45-54 years,Males,2.5
Central Queensland,2013/05/01,45-54 years,Females,3
Central Queensland,2013/05/01,55-64 years,Males,3.2
Central Queensland,2013/05/01,55-64 years,Females,2.1
Central Queensland,2013/05/01,65 years and over,Males,2.3
Central Queensland,2013/05/01,65 years and over,Females,0.7
Central Queensland,2013/04/01,15-24 years,Males,9.2
Central Queensland,2013/04/01,15-24 years,Females,8.6
Central Queensland,2013/04/01,25-34 years,Males,4.8
Central Queensland,2013/04/01,25-34 years,Females,5.3
Central Queensland,2013/04/01,35-44 years,Males,2.7
Central Queensland,2013/04/01,35-44 years,Females,3.8
Central Queensland,2013/04/01,45-54 years,Males,2.6
Central Queensland,2013/04/01,45-54 years,Females,3.1
Central Queensland,2013/04/01,55-64 years,Males,3.1
Central Queensland,2013/04/01,55-64 years,Females,2.1
Central Queensland,2013/04/01,65 years and over,Males,2.3
Central Queensland,2013/04/01,65 years and over,Females,0.6
Central Queensland,2013/03/01,15-24 years,Males,10.4
Central Queensland,2013/03/01,15-24 years,Females,9.7
Central Queensland,2013/03/01,25-34 years,Males,5.1
Central Queensland,2013/03/01,25-34 years,Females,5.5
Central Queensland,2013/03/01,35-44 years,Males,3
Central Queensland,2013/03/01,35-44 years,Females,4.2
Central Queensland,2013/03/01,45-54 years,Males,3
Central Queensland,2013/03/01,45-54 years,Females,3.4
Central Queensland,2013/03/01,55-64 years,Males,3.7
Central Queensland,2013/03/01,55-64 years,Females,2.3
Central Queensland,2013/03/01,65 years and over,Males,2.5
Central Queensland,2013/03/01,65 years and over,Females,0.7
Central Queensland,2013/02/01,15-24 years,Males,11.5
Central Queensland,2013/02/01,15-24 years,Females,11.4
Central Queensland,2013/02/01,25-34 years,Males,5.8
Central Queensland,2013/02/01,25-34 years,Females,5.8
Central Queensland,2013/02/01,35-44 years,Males,3.6
Central Queensland,2013/02/01,35-44 years,Females,4.6
Central Queensland,2013/02/01,45-54 years,Males,3.5
Central Queensland,2013/02/01,45-54 years,Females,3.9
Central Queensland,2013/02/01,55-64 years,Males,4.3
Central Queensland,2013/02/01,55-64 years,Females,2.7
Central Queensland,2013/02/01,65 years and over,Males,2.7
Central Queensland,2013/02/01,65 years and over,Females,0.8
Central Queensland,2013/01/01,15-24 years,Males,10.1
Central Queensland,2013/01/01,15-24 years,Females,9.8
Central Queensland,2013/01/01,25-34 years,Males,5.1
Central Queensland,2013/01/01,25-34 years,Females,4.8
Central Queensland,2013/01/01,35-44 years,Males,3.1
Central Queensland,2013/01/01,35-44 years,Females,3.8
Central Queensland,2013/01/01,45-54 years,Males,3.1
Central Queensland,2013/01/01,45-54 years,Females,3.5
Central Queensland,2013/01/01,55-64 years,Males,3.9
Central Queensland,2013/01/01,55-64 years,Females,2.5
Central Queensland,2013/01/01,65 years and over,Males,2.2
Central Queensland,2013/01/01,65 years and over,Females,0.7
Central Queensland,2012/12/01,15-24 years,Males,9.6
Central Queensland,2012/12/01,15-24 years,Females,8.9
Central Queensland,2012/12/01,25-34 years,Males,4.6
Central Queensland,2012/12/01,25-34 years,Females,4.6
Central Queensland,2012/12/01,35-44 years,Males,2.8
Central Queensland,2012/12/01,35-44 years,Females,3.5
Central Queensland,2012/12/01,45-54 years,Males,2.9
Central Queensland,2012/12/01,45-54 years,Females,3.2
Central Queensland,2012/12/01,55-64 years,Males,3.4
Central Queensland,2012/12/01,55-64 years,Females,2.5
Central Queensland,2012/12/01,65 years and over,Males,2.1
Central Queensland,2012/12/01,65 years and over,Females,0.6
Central Queensland,2012/11/01,15-24 years,Males,8.9
Central Queensland,2012/11/01,15-24 years,Females,8.1
Central Queensland,2012/11/01,25-34 years,Males,4.5
Central Queensland,2012/11/01,25-34 years,Females,4.6
Central Queensland,2012/11/01,35-44 years,Males,2.7
Central Queensland,2012/11/01,35-44 years,Females,3.4
Central Queensland,2012/11/01,45-54 years,Males,2.8
Central Queensland,2012/11/01,45-54 years,Females,3.1
Central Queensland,2012/11/01,55-64 years,Males,3.2
Central Queensland,2012/11/01,55-64 years,Females,2.5
Central Queensland,2012/11/01,65 years and over,Males,2
Central Queensland,2012/11/01,65 years and over,Females,0.6
Central Queensland,2012/10/01,15-24 years,Males,9.3
Central Queensland,2012/10/01,15-24 years,Females,9.1
Central Queensland,2012/10/01,25-34 years,Males,5
Central Queensland,2012/10/01,25-34 years,Females,4.9
Central Queensland,2012/10/01,35-44 years,Males,3.1
Central Queensland,2012/10/01,35-44 years,Females,3.8
Central Queensland,2012/10/01,45-54 years,Males,3
Central Queensland,2012/10/01,45-54 years,Females,3.2
Central Queensland,2012/10/01,55-64 years,Males,3.5
Central Queensland,2012/10/01,55-64 years,Females,3
Central Queensland,2012/10/01,65 years and over,Males,2.1
Central Queensland,2012/10/01,65 years and over,Females,0.6
Central Queensland,2012/09/01,15-24 years,Males,8.8
Central Queensland,2012/09/01,15-24 years,Females,9
Central Queensland,2012/09/01,25-34 years,Males,5
Central Queensland,2012/09/01,25-34 years,Females,4.8
Central Queensland,2012/09/01,35-44 years,Males,3.1
Central Queensland,2012/09/01,35-44 years,Females,3.9
Central Queensland,2012/09/01,45-54 years,Males,3
Central Queensland,2012/09/01,45-54 years,Females,3.1
Central Queensland,2012/09/01,55-64 years,Males,3.5
Central Queensland,2012/09/01,55-64 years,Females,3.2
Central Queensland,2012/09/01,65 years and over,Males,2
Central Queensland,2012/09/01,65 years and over,Females,0.6
Central Queensland,2012/08/01,15-24 years,Males,7.8
Central Queensland,2012/08/01,15-24 years,Females,8.2
Central Queensland,2012/08/01,25-34 years,Males,4.4
Central Queensland,2012/08/01,25-34 years,Females,4.3
Central Queensland,2012/08/01,35-44 years,Males,2.8
Central Queensland,2012/08/01,35-44 years,Females,3.9
Central Queensland,2012/08/01,45-54 years,Males,2.6
Central Queensland,2012/08/01,45-54 years,Females,2.8
Central Queensland,2012/08/01,55-64 years,Males,3.3
Central Queensland,2012/08/01,55-64 years,Females,3
Central Queensland,2012/08/01,65 years and over,Males,1.6
Central Queensland,2012/08/01,65 years and over,Females,0.6
Central Queensland,2012/07/01,15-24 years,Males,7.3
Central Queensland,2012/07/01,15-24 years,Females,8.4
Central Queensland,2012/07/01,25-34 years,Males,4.1
Central Queensland,2012/07/01,25-34 years,Females,4.4
Central Queensland,2012/07/01,35-44 years,Males,2.7
Central Queensland,2012/07/01,35-44 years,Females,4
Central Queensland,2012/07/01,45-54 years,Males,2.4
Central Queensland,2012/07/01,45-54 years,Females,2.7
Central Queensland,2012/07/01,55-64 years,Males,3.2
Central Queensland,2012/07/01,55-64 years,Females,2.9
Central Queensland,2012/07/01,65 years and over,Males,1.5
Central Queensland,2012/07/01,65 years and over,Females,0.6
Central Queensland,2012/06/01,15-24 years,Males,7
Central Queensland,2012/06/01,15-24 years,Females,8.2
Central Queensland,2012/06/01,25-34 years,Males,3.9
Central Queensland,2012/06/01,25-34 years,Females,4.2
Central Queensland,2012/06/01,35-44 years,Males,2.6
Central Queensland,2012/06/01,35-44 years,Females,4
Central Queensland,2012/06/01,45-54 years,Males,2.2
Central Queensland,2012/06/01,45-54 years,Females,2.6
Central Queensland,2012/06/01,55-64 years,Males,3
Central Queensland,2012/06/01,55-64 years,Females,2.6
Central Queensland,2012/06/01,65 years and over,Males,1.3
Central Queensland,2012/06/01,65 years and over,Females,0.6
Central Queensland,2012/05/01,15-24 years,Males,8.1
Central Queensland,2012/05/01,15-24 years,Females,9.4
Central Queensland,2012/05/01,25-34 years,Males,4.3
Central Queensland,2012/05/01,25-34 years,Females,4.9
Central Queensland,2012/05/01,35-44 years,Males,3.1
Central Queensland,2012/05/01,35-44 years,Females,4.7
Central Queensland,2012/05/01,45-54 years,Males,2.6
Central Queensland,2012/05/01,45-54 years,Females,2.9
Central Queensland,2012/05/01,55-64 years,Males,3.3
Central Queensland,2012/05/01,55-64 years,Females,2.8
Central Queensland,2012/05/01,65 years and over,Males,1.3
Central Queensland,2012/05/01,65 years and over,Females,0.7
Central Queensland,2012/04/01,15-24 years,Males,6.7
Central Queensland,2012/04/01,15-24 years,Females,7.6
Central Queensland,2012/04/01,25-34 years,Males,3.6
Central Queensland,2012/04/01,25-34 years,Females,3.9
Central Queensland,2012/04/01,35-44 years,Males,2.7
Central Queensland,2012/04/01,35-44 years,Females,3.9
Central Queensland,2012/04/01,45-54 years,Males,2.1
Central Queensland,2012/04/01,45-54 years,Females,2.4
Central Queensland,2012/04/01,55-64 years,Males,2.8
Central Queensland,2012/04/01,55-64 years,Females,2.3
Central Queensland,2012/04/01,65 years and over,Males,1
Central Queensland,2012/04/01,65 years and over,Females,0.5
Central Queensland,2012/03/01,15-24 years,Males,9.5
Central Queensland,2012/03/01,15-24 years,Females,10.7
Central Queensland,2012/03/01,25-34 years,Males,5.1
Central Queensland,2012/03/01,25-34 years,Females,5.9
Central Queensland,2012/03/01,35-44 years,Males,3.6
Central Queensland,2012/03/01,35-44 years,Females,5.7
Central Queensland,2012/03/01,45-54 years,Males,2.8
Central Queensland,2012/03/01,45-54 years,Females,3.2
Central Queensland,2012/03/01,55-64 years,Males,4
Central Queensland,2012/03/01,55-64 years,Females,3.1
Central Queensland,2012/03/01,65 years and over,Males,1.3
Central Queensland,2012/03/01,65 years and over,Females,0.7
Central Queensland,2012/02/01,15-24 years,Males,10.1
Central Queensland,2012/02/01,15-24 years,Females,10.9
Central Queensland,2012/02/01,25-34 years,Males,5.1
